ID;Start time;Completion time;Email;Name;Last modified time;"Ποια είναι η ηλικιακή σας ομάδα;
";"Ποιο είναι το φύλο σας;
";"Ποια είναι η επαγγελματική σας ιδιότητα;
";"Έχετε προηγούμενη εμπειρία με την τεχνητή νοημοσύνη;
";"Έχετε ασχοληθεί ποτέ με επενδύσεις ή συναλλαγές κρυπτονομισμάτων;
";Αυτόνομη οδήγηση;Αυτόνομη πτήση (σε εμπορικά αεροσκάφη);Υγειονομική περίθαλψη (διάγνωση ή θεραπεία);Συναλλαγές και επενδύσεις;Διαχείριση προσωπικών χρημάτων;"Θα εμπιστευόσασταν ένα μοντέλο τεχνητής νοημοσύνης να διαχειριστεί εξ ολοκλήρου τις επενδύσεις σας;
";"Τι πιστεύετε ότι είναι το μεγαλύτερο πλεονέκτημα της τεχνητής νοημοσύνης στις επενδύσεις;
";"Ποιο θεωρείτε το μεγαλύτερο μειονέκτημα της τεχνητής νοημοσύνης στις επενδύσεις;
";"Πιστεύετε ότι η τεχνητή νοημοσύνη είναι πιο αξιόπιστη από τους ανθρώπους στις επενδύσεις;
";"Ποιον θα εμπιστευόσασταν περισσότερο για τη διαχείριση των επενδύσεών σας;
";"Σε ποια από τις ακόλουθες καταστάσεις θεωρείτε ότι η τεχνητή νοημοσύνη υπερέχει σε σχέση με τους ανθρώπους;
";"Σε ποιες από τις ακόλουθες καταστάσεις θεωρείτε ότι οι άνθρωποι υπερέχουν σε σχέση με την τεχνητή νοημοσύνη;";"Θα ήσασταν πρόθυμοι να χρησιμοποιήσετε ένα συνδυαστικό μοντέλο όπου η τεχνητή νοημοσύνη συνεργάζεται με έναν άνθρωπο επενδυτή;
";"Θεωρείτε ότι η τεχνητή νοημοσύνη θα αντικαταστήσει πλήρως τους ανθρώπινους επενδυτές στο μέλλον;
";"Τι σας ανησυχεί περισσότερο σχετικά με τη χρήση της τεχνητής νοημοσύνης στις επενδύσεις;
";"Θεωρείτε την τεχνητή νοημοσύνη δίκαιη και αντικειμενική στη λήψη αποφάσεων;
";"Θα πληρώνατε για τη χρήση μιας υπηρεσίας τεχνητής νοημοσύνης για τη διαχείριση των επενδύσεών σας;
";"Ποιο ποσοστό των συνολικών επενδύσεών σας θα ήσασταν πρόθυμοι να αφήσετε στη διαχείριση μιας τεχνητής νοημοσύνης;
";Ταχύτητα λήψης αποφάσεων;Ακρίβεια προβλέψεων;Ανθεκτικότητα σε στρεσογόνες συνθήκες;Εμπιστοσύνη στη διαχείριση μεγάλων χρηματικών ποσών;"Θα εμπιστευόσασταν την τεχνητή νοημοσύνη να λαμβάνει επενδυτικές αποφάσεις σε μια οικονομική κρίση;
"
164;1/2/25 16:52:54;1/2/25 16:57:24;anonymous;;;41-50;Γυναίκα;Ελεύθερος επαγγελματίας ;Καθόλου;Όχι;1;1;4;2;1;Όχι;"Αποφυγή συναισθηματικών λαθών;Πρόβλεψη τάσεων της αγοράς;";"Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;";Εξαρτάται από την περίπτωση;Έναν έμπειρο επενδυτή;"Ανίχνευση επενδυτικών ευκαιριών;Γρήγορη ανάλυση δεδομένων;";"Προσαρμογή σε μη αναμενόμενες καταστάσεις;Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);";Δεν είμαι σίγουρος/η;Ναι;"Κίνδυνος τεχνικών σφαλμάτων;Αδυναμία κατανόησης σύνθετων συνθηκών αγοράς;";Ναι, τις περισσότερες φορές;Όχι;0% (Καθόλου);3;3;5;3;Δεν είμαι σίγουρος/η
165;1/2/25 17:15:22;1/2/25 17:18:12;anonymous;;;41-50;Γυναίκα;ΔΗΜΟΣΙΟΣ ΥΠΑΛΛΗΛΟς;Μέτρια;Όχι;3;1;4;4;4;Ίσως;"Πρόβλεψη τάσεων της αγοράς;Καλύτερη διαχείριση κινδύνου;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;";Ναι;Και τα δύο εξίσου;"Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;Αποφυγή απάτης;";"Λήψη ηθικών αποφάσεων;";Ναι;Όχι;"Χρήση αναξιόπιστων δεδομένων;Αδυναμία κατανόησης σύνθετων συνθηκών αγοράς;";Ναι, τις περισσότερες φορές;Ναι;26-50%;4;3;4;4;Ναι
166;1/2/25 17:17:44;1/2/25 17:22:31;anonymous;;;31-40;Άνδρας;Επαγγελματίας στον τομέα των οικονομικών;Ελάχιστη;Όχι;3;4;4;4;3;Όχι;"Ταχύτερη ανάλυση δεδομένων;Πρόβλεψη τάσεων της αγοράς;";"Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;Εξάρτηση από δεδομένα του παρελθόντος;";Ναι;Κανέναν;"Γρήγορη ανάλυση δεδομένων;Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Δημιουργικότητα στις στρατηγικές επενδύσεων;Λήψη ηθικών αποφάσεων;";Ναι;Ναι;"Χρήση αναξιόπιστων δεδομένων;Κίνδυνος τεχνικών σφαλμάτων;";Ναι, τις περισσότερες φορές;Ναι;26-50%;5;4;4;3;Δεν είμαι σίγουρος/η
167;1/2/25 17:19:29;1/2/25 17:22:36;anonymous;;;41-50;Γυναίκα;Επαγγελματίας στον τομέα των οικονομικών;Καθόλου;Όχι;1;1;1;1;1;Όχι;"Δεν βλέπω πλεονεκτήματα;";"Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Όχι;Έναν έμπειρο επενδυτή;"Δεν θεωρώ ότι υπερέχει σε κάποια από αυτές;";"Δεν θεωρώ ότι υπερέχουν σε κάποια από αυτές;";Όχι;Ναι;"Κίνδυνος τεχνικών σφαλμάτων;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Όχι;0% (Καθόλου);1;1;1;1;Όχι
168;1/2/25 17:21:08;1/2/25 17:23:49;anonymous;;;41-50;Γυναίκα;Επαγγελματίας στον τομέα των οικονομικών;Καθόλου;Όχι;3;3;3;3;3;Όχι;"Ταχύτερη ανάλυση δεδομένων;Αποφυγή συναισθηματικών λαθών;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Όχι;Έναν έμπειρο επενδυτή;"Γρήγορη ανάλυση δεδομένων;Αποφυγή απάτης;";"Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);Προσαρμογή σε μη αναμενόμενες καταστάσεις;";Ναι;Ίσως;"Κίνδυνος τεχνικών σφαλμάτων;Αδυναμία κατανόησης σύνθετων συνθηκών αγοράς;";Ναι, τις περισσότερες φορές;Εξαρτάται από το κόστος;1-25%;4;4;3;3;Δεν είμαι σίγουρος/η
169;1/2/25 17:35:08;1/2/25 17:39:42;anonymous;;;Άνω των 50;Άνδρας;Ιδ.υπαλληλος;Καθόλου;Όχι;1;1;4;2;2;Όχι;"Ταχύτερη ανάλυση δεδομένων;Αποφυγή συναισθηματικών λαθών;";"Εξάρτηση από δεδομένα του παρελθόντος;Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Εξαρτάται από την περίπτωση;Έναν έμπειρο επενδυτή;"Γρήγορη ανάλυση δεδομένων;Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Προσαρμογή σε μη αναμενόμενες καταστάσεις;Δημιουργικότητα στις στρατηγικές επενδύσεων;";Ναι;Ίσως;"Χρήση αναξιόπιστων δεδομένων;Αδυναμία κατανόησης σύνθετων συνθηκών αγοράς;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Εξαρτάται από το κόστος;1-25%;2;2;3;2;Όχι
170;1/2/25 18:05:49;1/2/25 18:12:27;anonymous;;;31-40;Γυναίκα;Ιδιωτικός υπάλληλος σε εταιρεία, ιντερνετικου εμπορίου ;Καθόλου;Όχι;4;4;3;3;2;Όχι;"Ταχύτερη ανάλυση δεδομένων;Καλύτερη διαχείριση κινδύνου;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;Έλλειψη διαφάνειας στη λήψη αποφάσεων;";Εξαρτάται από την περίπτωση;Έναν έμπειρο επενδυτή;"Γρήγορη ανάλυση δεδομένων;Αποφυγή απάτης;";"Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);Δημιουργικότητα στις στρατηγικές επενδύσεων;";Ναι;Ναι;"Κίνδυνος τεχνικών σφαλμάτων;Έλλειψη διαφάνειας στη λήψη αποφάσεων;";Ναι, τις περισσότερες φορές;Όχι;0% (Καθόλου);5;4;5;3;Δεν είμαι σίγουρος/η
171;1/2/25 18:29:17;1/2/25 18:31:48;anonymous;;;41-50;Άνδρας;Επαγγελματίας στον τομέα των οικονομικών;Ελάχιστη;Ναι, περιστασιακά;1;1;1;3;3;Ναι;"Αποφυγή συναισθηματικών λαθών;Ταχύτερη ανάλυση δεδομένων;";"Έλλειψη διαφάνειας στη λήψη αποφάσεων;Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Ναι;Έναν έμπειρο επενδυτή;"Γρήγορη ανάλυση δεδομένων;Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Δημιουργικότητα στις στρατηγικές επενδύσεων;Προσαρμογή σε μη αναμενόμενες καταστάσεις;";Ναι;Ναι;"Έλλειψη διαφάνειας στη λήψη αποφάσεων;Χρήση αναξιόπιστων δεδομένων;";Ναι, τις περισσότερες φορές;Ναι;26-50%;5;1;5;3;Όχι
172;1/2/25 18:59:39;1/2/25 19:03:42;anonymous;;;21-30;Γυναίκα;φοιτήτρια και εργαζόμενη στις πωλήσεις;Καθόλου;Όχι;1;1;1;2;3;Ίσως;"Αποφυγή συναισθηματικών λαθών;Καλύτερη διαχείριση κινδύνου;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Εξαρτάται από την περίπτωση;Και τα δύο εξίσου;"Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;Γρήγορη ανάλυση δεδομένων;";"Προσαρμογή σε μη αναμενόμενες καταστάσεις;Λήψη ηθικών αποφάσεων;";Ναι;Όχι;"Κίνδυνος τεχνικών σφαλμάτων;Ανησυχίες για ασφάλεια και ιδιωτικότητα;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Εξαρτάται από το κόστος;1-25%;4;3;4;2;Δεν είμαι σίγουρος/η
173;1/2/25 19:27:44;1/2/25 19:32:59;anonymous;;;31-40;Γυναίκα;Επαγγελματίας στον τομέα των οικονομικών;Μέτρια;Όχι;2;3;2;3;3;Ίσως;"Πρόβλεψη τάσεων της αγοράς;Ταχύτερη ανάλυση δεδομένων;";"Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;";Εξαρτάται από την περίπτωση;Την τεχνητή νοημοσύνη;"Γρήγορη ανάλυση δεδομένων;";"Λήψη ηθικών αποφάσεων;";Ναι;Ίσως;"Έλλειψη διαφάνειας στη λήψη αποφάσεων;";Ναι, τις περισσότερες φορές;Εξαρτάται από το κόστος;51-75%;4;3;4;3;Δεν είμαι σίγουρος/η
174;1/2/25 20:16:00;1/2/25 20:22:35;anonymous;;;41-50;Γυναίκα;Εκπαιδευτικός ;Μέτρια;Όχι;2;2;1;1;2;Ίσως;"Αποφυγή συναισθηματικών λαθών;Ταχύτερη ανάλυση δεδομένων;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Εξαρτάται από την περίπτωση;Και τα δύο εξίσου;"Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;Γρήγορη ανάλυση δεδομένων;";"Λήψη ηθικών αποφάσεων;Δημιουργικότητα στις στρατηγικές επενδύσεων;Προσαρμογή σε μη αναμενόμενες καταστάσεις;";Δεν είμαι σίγουρος/η;Ίσως;"Κίνδυνος τεχνικών σφαλμάτων;Χρήση αναξιόπιστων δεδομένων;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Εξαρτάται από το κόστος;1-25%;4;3;5;3;Δεν είμαι σίγουρος/η
175;1/2/25 20:37:50;1/2/25 20:40:16;anonymous;;;21-30;Γυναίκα;Φοιτητής/Φοιτήτρια;Προχωρημένη;Όχι;4;3;2;3;2;Ίσως;"Ταχύτερη ανάλυση δεδομένων;Καλύτερη διαχείριση κινδύνου;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;";Εξαρτάται από την περίπτωση;Έναν έμπειρο επενδυτή;"Γρήγορη ανάλυση δεδομένων;Ανίχνευση επενδυτικών ευκαιριών;";"Δημιουργικότητα στις στρατηγικές επενδύσεων;Λήψη ηθικών αποφάσεων;";Ναι;Όχι;"Χρήση αναξιόπιστων δεδομένων;Κίνδυνος τεχνικών σφαλμάτων;";Ναι, τις περισσότερες φορές;Εξαρτάται από το κόστος;1-25%;4;3;5;3;Όχι
176;1/2/25 20:43:38;1/2/25 20:49:09;anonymous;;;21-30;Γυναίκα;Ιδιωτική υπάλληλος σε εταιρεία  Logistics ;Καθόλου;Όχι;4;1;1;3;1;Ίσως;"Ταχύτερη ανάλυση δεδομένων;";"Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;";Όχι;Έναν έμπειρο επενδυτή;"Ανίχνευση επενδυτικών ευκαιριών;";"Λήψη ηθικών αποφάσεων;Δημιουργικότητα στις στρατηγικές επενδύσεων;Προσαρμογή σε μη αναμενόμενες καταστάσεις;";Όχι;Όχι;"Έλλειψη διαφάνειας στη λήψη αποφάσεων;";Όχι, οι αποφάσεις της μπορεί να επηρεάζονται από προκαταλήψεις στα δεδομένα;Εξαρτάται από το κόστος;1-25%;5;5;1;2;Δεν είμαι σίγουρος/η
177;1/2/25 21:09:50;1/2/25 21:16:01;anonymous;;;21-30;Άνδρας;Βοηθός λογιστή ;Ελάχιστη;Ναι, περιστασιακά;2;1;3;2;2;Όχι;"Ταχύτερη ανάλυση δεδομένων;Αποφυγή συναισθηματικών λαθών;";"Εξάρτηση από δεδομένα του παρελθόντος;Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Εξαρτάται από την περίπτωση;Έναν έμπειρο επενδυτή;"Γρήγορη ανάλυση δεδομένων;Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Δημιουργικότητα στις στρατηγικές επενδύσεων;Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);";Ναι;Ίσως;"Κίνδυνος τεχνικών σφαλμάτων;Χρήση αναξιόπιστων δεδομένων;";Όχι, οι αποφάσεις της μπορεί να επηρεάζονται από προκαταλήψεις στα δεδομένα;Εξαρτάται από το κόστος;1-25%;4;4;5;2;Δεν είμαι σίγουρος/η
178;1/2/25 22:11:51;1/2/25 22:19:19;anonymous;;;41-50;Άνδρας;Ερευνητής;Μέτρια;Ναι, συχνά;4;4;4;4;3;Ίσως;"Ταχύτερη ανάλυση δεδομένων;Αποφυγή συναισθηματικών λαθών;";"Έλλειψη διαφάνειας στη λήψη αποφάσεων;Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;";Εξαρτάται από την περίπτωση;Και τα δύο εξίσου;"Γρήγορη ανάλυση δεδομένων;Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Δημιουργικότητα στις στρατηγικές επενδύσεων;Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);";Ναι;Ίσως;"Κίνδυνος τεχνικών σφαλμάτων;Έλλειψη διαφάνειας στη λήψη αποφάσεων;";Όχι, οι αποφάσεις της μπορεί να επηρεάζονται από προκαταλήψεις στα δεδομένα;Εξαρτάται από το κόστος;26-50%;4;4;4;3;Δεν είμαι σίγουρος/η
